Album,Album_type,Artist,Channel,Licensed,Title,Track,official_video
Teu Chão,album,Maneva,Thaffa Santos,False,Maneva - Luz que me traz paz [Clipe Oficial],Luz Que Me Traz Paz,False
Ao Vivo Em São Paulo,album,Maneva,ManevaVEVO,True,Maneva - Seja Para Mim (Ao Vivo Em São Paulo),Seja Para Mim - Ao Vivo Em São Paulo,True
Pisando Descalço,single,Maneva,ManevaVEVO,True,Maneva - Pisando Descalço,Pisando Descalço,True
Teu Chão,album,Maneva,ManevaVEVO,True,Maneva - Lembranças (Ao Vivo Em São Paulo),Lembranças,True
Farbenspiel,album,Helene Fischer,HeleneFischerVEVO,True,Helene Fischer - Atemlos durch die Nacht,Atemlos durch die Nacht,True
Mut zur Katastrophe (Gold Edition),album,Helene Fischer,ICH FIND SCHLAGER TOLL,True,Kerstin Ott & Helene Fischer - Regenbogenfarben (Die Helene Fischer Show 2018),Regenbogenfarben,True
Helene Fischer (Deluxe Version),album,Helene Fischer,Helene Fischer (Official),True,Helene Fischer - Herzbeben (Die Helene Fischer Show 2019),Herzbeben,True
Weihnachten,album,Helene Fischer,Sererhini,False,HELENE FISCHER — Fröhliche Weihnacht überall,Fröhliche Weihnacht überall,False
So Wie Ich Bin,album,Helene Fischer,Karem Abdiabdi,False,Helene Fischer - Ich will immer wieder dieses Fieber Spür'n,Ich will immer wieder... dieses Fieber spür'n,False
Rausch (Deluxe),album,Helene Fischer,Helene Fischer (Official),True,Helene Fischer - Null auf 100 (Offizielles Musikvideo),Null auf 100,True
Santa Baby (feat. Helene Fischer),single,Helene Fischer,Robbie Williams,True,Robbie Williams | Santa Baby ft. Helene Fischer (Studio Video),Santa Baby (feat. Helene Fischer),True
Helene Fischer (Deluxe Version),album,Helene Fischer,Helene Fischer (Official),True,Helene Fischer - Achterbahn,Achterbahn,True
Rausch (Deluxe),album,Helene Fischer,Helene Fischer (Official),True,Helene Fischer - Blitz (Offizielles Musikvideo),Blitz,True
Von Hier Bis Unendlich (Incl. FriesenHitmedley),album,Helene Fischer,Helene Fischer - Topic,True,Und morgen früh küss ich dich wach,Und morgen früh küss ich dich wach,True
CALL ME IF YOU GET LOST,album,DJ Drama,"Tyler, The Creator",False,SIR BAUDELAIRE (Audio),SIR BAUDELAIRE (feat. DJ Drama),False
SNOFALL,album,DJ Drama,JEEZY,False,Jeezy - Put The Minks Down (Official Video) ft. 42 Dugg,Put The Minks Down (feat. 42 Dugg),False
Quality Street Music,album,DJ Drama,DJDramaVEVO,True,"DJ Drama ft. 2 Chainz, Meek Mill, Jeremih - My Moment (Official Video)","My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",True
SNOFALL,album,DJ Drama,JeezyVEVO,True,"Jeezy, DJ Drama - Scarface (Audio) ft. EST Gee",Scarface (feat. EST Gee),True
"Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy",single,DJ Drama,KOCHRECORDS,True,"DJ Drama - Ain't No Way Around It Remix ft. Future, T.I., and Big Boi","Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy",True
Earned,single,DJ Drama,French Montana,False,LGP QUA x DJ Drama - Earned ft. Tory Lanez [Official Audio],Earned,False
Quality Street Music 2,album,DJ Drama,DJDramaVEVO,True,"DJ Drama ft. Chris Brown, Skeme, Lyquin - Wishing (Official Video)",Wishing,True
SNOFALL,album,DJ Drama,JeezyVEVO,True,"Jeezy, DJ Drama, Lil Durk - Most Hated (Audio)",Most Hated (feat. Lil Durk),True
Coke Boys 6,album,DJ Drama,French Montana,False,French Montana x DJ Drama - RZA ft. Benny The Butcher [Official Audio],RZA,True
SNOFALL,album,DJ Drama,JeezyVEVO,True,"Jeezy, DJ Drama - Bruh (Audio)",Bruh,True
Down the Way,album,Angus & Julia Stone,,,,Big Jet Plane,
Spotify Sessions,album,Angus & Julia Stone,,,,Stay With Me - Live From Spotify Berlin,
Snow,album,Angus & Julia Stone,,,,Chateau,
Angus & Julia Stone (Deluxe),album,Angus & Julia Stone,,,,Grizzly Bear,
A Book Like This,album,Angus & Julia Stone,,,,Paper Aeroplane,
Down the Way,album,Angus & Julia Stone,,,,Santa Monica Dream,
A Book Like This,album,Angus & Julia Stone,,,,Mango Tree,
Passionfruit (Triple J Like a Version),single,Angus & Julia Stone,,,,Passionfruit - triple j Like a Version,
Snow,album,Angus & Julia Stone,,,,Nothing Else,
Youngblood,single,Angus & Julia Stone,,,,Youngblood,
God of War Ragnarök (Original Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Hozier and Bear McCreary - Blood Upon the Snow (from God of War Ragnarök) - Lyric Video,Blood Upon the Snow,True
God of War Ragnarök (Original Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - God of War Ragnarök | God of War Ragnarök (Original Soundtrack) ft. Eivør,God of War Ragnarök (feat. Eivør),True
God of War (PlayStation Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - God of War (Audio),God of War,True
God of War Ragnarök (Original Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - Raeb's Lament | God of War Ragnarök (Original Soundtrack),Raeb's Lament,True
God of War Ragnarök (Original Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - A Son's Path | God of War Ragnarök (Original Soundtrack),A Son's Path,True
"Outlander: Season 1, Vol. 1 (Original Television Soundtrack)",album,Bear McCreary,Bear McCreary - Topic,True,Outlander - The Skye Boat Song (Castle Leoch Version) (feat. Raya Yarbrough),Outlander - The Skye Boat Song (Castle Leoch Version) [feat. Raya Yarbrough],True
"Outlander: Season 1, Vol. 1 (Original Television Soundtrack)",album,Bear McCreary,Bear McCreary - Topic,True,Dance of the Druids (feat. Raya Yarbrough),Dance of the Druids (feat. Raya Yarbrough),True
God of War Ragnarök (Original Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - Letting Go | God of War Ragnarök (Original Soundtrack),Letting Go,True
God of War Ragnarök (Original Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - Ragnarök | God of War Ragnarök (Original Soundtrack),Ragnarök,True
God of War (PlayStation Soundtrack),album,Bear McCreary,SonySoundtracksVEVO,True,Bear McCreary - Memories of Mother (Audio),Memories of Mother (feat. Eivør),True
What A Beautiful Name,single,Brooke Ligertwood,Hillsong Worship,True,What A Beautiful Name - Hillsong Worship,What A Beautiful Name,True
SEVEN (Live),album,Brooke Ligertwood,Brooke Ligertwood,False,Brooke Ligertwood - Honey in the Rock (with Brandon Lake) (Live Video),Honey In The Rock - Live,True
There Is More (Live),album,Brooke Ligertwood,Rogier Abbink,False,Who You Say I Am // Hillsong (Brooke Ligertwood) // Bethel WorshipU 2019,Who You Say I Am - Live,False
All Of The Above,album,Brooke Ligertwood,Hillsong Worship,True,Hosanna / For Those Who Are To Come - Hillsong Worship,Hosanna,True
Awake,album,Brooke Ligertwood,Hillsong Worship,True,King of Kings (Live) - Hillsong Worship,King Of Kings,True
Let There Be Light (Deluxe),album,Brooke Ligertwood,Hillsong Worship,True,What a Beautiful Name w/ Break Every Chain - Hillsong Worship live @ Colour Conference 2018,What A Beautiful Name - Live,True
All Of The Above,album,Brooke Ligertwood,blueribbonash,False,"Brooke Fraser | ""Lead Me to The Cross""",Lead Me To The Cross,False
SEVEN (Live),album,Brooke Ligertwood,Brooke Ligertwood,False,Brooke Ligertwood - A Thousand Hallelujahs (Live Video),A Thousand Hallelujahs - Live,True
There Is More (Live),album,Brooke Ligertwood,Hillsong Worship,True,New Wine - Hillsong Worship,New Wine - Live,True
Awake,album,Brooke Ligertwood,Hillsong Worship,True,Awake My Soul (Live) - Hillsong Worship,Awake My Soul,True
Greek Tragedy (Oliver Nelson TikTok Remix),single,The Wombats,The Wombats,False,The Wombats - Greek Tragedy (Oliver Nelson TikTok Remix),Greek Tragedy - Oliver Nelson TikTok Remix,True
"Proudly Present... A Guide to Love, Loss & Desperation (Special Edition)",album,The Wombats,Roadrunner Records,True,The Wombats - Let's Dance To Joy Division [OFFICIAL VIDEO],Let's Dance to Joy Division,True
"Proudly Present... A Guide to Love, Loss & Desperation (Special Edition)",album,The Wombats,Roadrunner Records,True,The Wombats - Kill The Director [OFFICIAL VIDEO],Kill the Director,True
"Proudly Present... A Guide to Love, Loss & Desperation (Special Edition)",album,The Wombats,Roadrunner Records,True,The Wombats - Moving To New York [OFFICIAL VIDEO],Moving to New York,True
Beautiful People Will Ruin Your Life,album,The Wombats,The Wombats,False,The Wombats - Turn (Official Video),Turn,True
Glitterbug (Deluxe Edition),album,The Wombats,The Wombats,False,The Wombats - Greek Tragedy (Official Video),Greek Tragedy,True
"Fix Yourself, Not the World",album,The Wombats,TheWombatsVEVO,True,"The Wombats - If You Ever Leave, I'm Coming With You","If You Ever Leave, I'm Coming with You",True
Is This What It Feels Like to Feel Like This?,single,The Wombats,The Wombats,False,The Wombats – Is This What It Feels Like To Feel Like This? (Official Video),Is This What It Feels Like to Feel Like This?,True
The Wombats Proudly Present... This Modern Glitch (10th Anniversary Edition),album,The Wombats,The Wombats,False,The Wombats - Tokyo (Vampires & Wolves) [Official Video],Tokyo (Vampires & Wolves),True
Glitterbug (Deluxe Edition),album,The Wombats,Morgan Clancy,False,Pink Lemonade // The Wombats,Pink Lemonade,False
MADE,album,BIGBANG,BIGBANG,True,BIGBANG - 뱅뱅뱅 (BANG BANG BANG) M/V,BANG BANG BANG,True
Still Life,single,BIGBANG,BIGBANG,True,BIGBANG - '봄여름가을겨울 (Still Life)' M/V,Still Life,True
MADE,album,BIGBANG,BIGBANG,True,BIGBANG - LOSER M/V,LOSER,True
MADE,album,BIGBANG,BIGBANG,True,BIGBANG - ‘에라 모르겠다(FXXK IT)’ M/V,FXXK IT,True
Stand Up,single,BIGBANG,YG ENTERTAINMENT,True,BIGBANG - HARU HARU(하루하루) M/V,Haru Haru,True
MADE,album,BIGBANG,BIGBANG,True,BIGBANG - 우리 사랑하지 말아요(LET'S NOT FALL IN LOVE) M/V,LET'S NOT FALL IN LOVE,True
MADE,album,BIGBANG,Koreaboo,False,BIGBANG - IF YOU M/V,IF YOU,False
ALIVE,album,BIGBANG,JP MUSIC,False,BIGBANG (ビッグバン) 「Fantastic Baby (Japanese ver.) -Ver. Final-」 Official Music Video,FANTASTIC BABY - Japanese ver.,False
MADE,album,BIGBANG,BIGBANG,True,BIGBANG - ‘LAST DANCE’ M/V,LAST DANCE,True
ALIVE,single,BIGBANG,BIGBANG,True,BIGBANG - BLUE M/V,Blue,True
Bruk Off Yuh Back,single,Konshens,KonshensVEVO,True,Konshens - Bruk Off Yuh Back,Bruk Off Yuh Back,True
Pull up to Mi Bumper,single,Konshens,KonshensVEVO,True,Konshens - Pull Up To Mi Bumper ft. J Capri,Pull up to Mi Bumper,True
Hard Drive,single,Konshens,Rvssian,True,Shenseea x Konshens x Rvssian - Hard Drive,Hard Drive,True
It Feel Good,album,Konshens,KONSHENS,False,Konshens x Chris Brown - Bruk Off Yuh Back (Official Audio),Bruk Off Yuh Back (feat. Chris Brown),False
Strictly The Best Vol. 51,compilation,Konshens,VP Records,True,Konshens - Gal A Bubble | Official Music Video,Gal A Bubble,True
Still One Drop,album,Konshens,jomimeal,False,Sojah aka Delus & Konshens - So High,So High,False
Show Yourself,single,Konshens,StreetfrassMusic,False,Konshens - Show Yourself | Tun Ova Riddim | June 2013,Show Yourself,False
GYAL TIME AGAIN,single,Konshens,KONSHENS,True,Konshens x Charly Black - Gyal time again (official music video),GYAL TIME AGAIN,True
Victory Lap,album,Konshens,Lyricasm,False,Nipsey Huslle - Succa Proof (feat. Konshens and J. Black),Succa Proof (feat. Konshens and J. Black),False
Simple Blessings,single,Konshens,tarrusrileyVEVO,True,Tarrus Riley ft. Konshens - Simple Blessings (Official Video),Simple Blessings,True
Sensational,album,Ramirez,YungGravyVEVO,True,"Yung Gravy, Pouya, Ramirez, Trippy tha Kid - The Boys Are Back In Town (Audio)",The Boys Are Back In Town,True
G.R.E.Y.G.O.D.S.I.I.,single,Ramirez,JOAKO SUICIDA,False,$UICIDEBOY$ x RAMIREZ - Grey Magic (Video),Grey Magic,False
Grey Gorilla,album,Ramirez,Abi Harapi,False,RAMIREZ - Grey Gods (Feat $uicideboy$) [Prod.By Tacet],Grey Gods,False
THE PLAYA$ MANUAL,album,Ramirez,RAMIREZ,False,RAMIREZ - THE FO FIVE,The fo Five,True
Meet Me Where the River Turns Grey,album,Ramirez,Ramirez - Topic,True,Sarcophagus II,Sarcophagus II,True
G.R.E.Y.G.O.D.S.I.I.,single,Ramirez,TRILLPHONK,False,$UICIDEBOY$ x RAMIREZ - SARCOPHAGUS III,Sarcophagus III,False
THE PLAYA$ MANUAL,album,Ramirez,RAMIREZ,False,RAMIREZ - HUNNIDS (Official Music Video),Hunnids,True
Grey Gorilla,album,Ramirez,RAMIREZ,False,RAMIREZ - NANANANANA (CAUGHT SLIPPIN),Na Na Na Na Na (Caught Slippin),True
THE PLAYA$ MANUAL,album,Ramirez,Ramirez - Topic,True,Gold Thangs & Pinky Rangs (Da Hooptie),Gold Thangs & Pinky Rangs (Da Hooptie),True
World War,album,Ramirez,RAMIREZ,False,RAMIREZ - THE MYSTICAL WARLOCK (Prod. By Mikey The Magician),The Mystical Warlock,True
2014 Forest Hills Drive,album,J. Cole,RaptureCast,False,J. Cole - No Role Modelz (Music Video),No Role Modelz,False
2014 Forest Hills Drive,album,J. Cole,JColeVEVO,True,J. Cole - Wet Dreamz,Wet Dreamz,True
MIDDLE CHILD,single,J. Cole,JColeVEVO,True,J. Cole - MIDDLE CHILD,MIDDLE CHILD,True
Born Sinner (Deluxe Version),album,J. Cole,JColeVEVO,True,"J. Cole - She Knows (Explicit Video) ft. Amber Coffman, Cults",She Knows (feat. Amber Coffman & Cults),True
Cole World: The Sideline Story,album,J. Cole,J. Cole,False,J. Cole – Work Out (Official Music Video),Work Out,True
The Off-Season,album,J. Cole,J. Cole,False,"J. Cole - m y . l i f e  feat. 21 Savage, Morray (Official Audio)",m y . l i f e (with 21 Savage & Morray),True
Born Sinner (Deluxe Version),album,J. Cole,JColeVEVO,True,J. Cole - Power Trip (Lyric) ft. Miguel,Power Trip (feat. Miguel),True
The Off-Season,album,J. Cole,Revive Music,False,J. Cole - p r i d e . i s . t h e . d e v i l [feat. Lil Baby] (Music Video),p r i d e . i s . t h e . d e v i l (with Lil Baby),False
2014 Forest Hills Drive,album,J. Cole,JColeVEVO,True,J. Cole - Love Yourz (Video),Love Yourz,True
KOD,album,J. Cole,J. Cole,False,J. Cole - Kevin's Heart,Kevin’s Heart,True
OASIS,album,J Balvin,Bad Bunny,False,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),LA CANCIÓN,False
Famouz,album,J Balvin,JhayCortezVEVO,True,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",No Me Conoce - Remix,True
OASIS,album,J Balvin,jbalvinVEVO,True,Un Peso (Live at the Uforia Music Concert in Dallas),UN PESO,True
OASIS,album,J Balvin,jbalvinVEVO,True,"J Balvin, Bad Bunny - QUE PRETENDES (Official Video)",QUE PRETENDES,True
Invasion of Privacy,album,J Balvin,Cardi B,True,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",I Like It,True
AM Remix,single,J Balvin,Flow La Movie,True,Nio Garcia x J Balvin x Bad Bunny  - AM Remix (Video Oficial),AM Remix,True
ENOC,album,J Balvin,Ozuna,True,Ozuna x J Balvin x Chencho Corleone - Una Locura (Video Oficial),Una Locura,True
"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",single,J Balvin,Ozuna,True,"Ozuna - Baila Baila Baila (Remix) Feat. Daddy Yankee, J Balvin, Farruko, Anuel AA (Audio Oficial)",Baila Baila Baila - Remix,True
Si Tu Novio Te Deja Sola,single,J Balvin,jbalvinVEVO,True,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),Si Tu Novio Te Deja Sola,True
Con Altura,single,J Balvin,RosaliaVEVO,True,"ROSALÍA, J Balvin - Con Altura (Official Video) ft. El Guincho",Con Altura,True
PRISM,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - Dark Horse (Official) ft. Juicy J,Dark Horse,True
PRISM,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - Unconditionally (Official),Unconditionally,True
When I’m Gone (with Katy Perry),single,Katy Perry,KatyPerryVEVO,True,"Alesso, Katy Perry - When I'm Gone (Official Music Video)",When I’m Gone (with Katy Perry),True
PRISM,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - Roar (Official),Roar,True
Funk Wav Bounces Vol.1,album,Katy Perry,CalvinHarrisVEVO,True,"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",True
Teenage Dream,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - The One That Got Away (Official Music Video),The One That Got Away,True
Smile,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - Harleys In Hawaii (Official),Harleys In Hawaii,True
Teenage Dream,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),Last Friday Night (T.G.I.F.),True
Teenage Dream,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - Firework (Official Music Video),Firework,True
Teenage Dream,album,Katy Perry,KatyPerryVEVO,True,Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg,California Gurls,True
"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",single,OneRepublic,OneRepublicVEVO,True,OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video],I Ain't Worried,True
Native,album,OneRepublic,OneRepublicVEVO,True,OneRepublic - Counting Stars (Official Music Video),Counting Stars,True
Sunshine,single,OneRepublic,OneRepublicVEVO,True,OneRepublic - Sunshine (Official Lyric Video),Sunshine,True
Waking Up,album,OneRepublic,OneRepublicVEVO,True,OneRepublic - Secrets (Official Music Video),Secrets,True
Human (Deluxe),album,OneRepublic,OneRepublicVEVO,True,OneRepublic - Someday (Official Music Video),Someday,True
Human (Deluxe),album,OneRepublic,OneRepublicVEVO,True,OneRepublic - Run (Official Music Video),Run,True
West Coast,single,OneRepublic,OneRepublicVEVO,True,OneRepublic - West Coast (Official Music Video),West Coast,True
Dreaming Out Loud,album,OneRepublic,TimbalandVEVO,True,Timbaland - Apologize ft. OneRepublic,Apologize,True
Golden Hour,album,OneRepublic,KygoOfficialVEVO,True,"Kygo, OneRepublic - Lose Somebody",Lose Somebody,True
Waking Up,album,OneRepublic,OneRepublicVEVO,True,OneRepublic - Good Life (Official Music Video),Good Life,True
No Love Lost (Deluxe),album,Tyga,BLXST,True,Blxst - Chosen (feat. Ty Dolla $ign & Tyga) [Official Music Video],Chosen (feat. Ty Dolla $ign),True
Carte Blanche,album,Tyga,DJSnakeVEVO,True,"DJ Snake, J Balvin, Tyga - Loco Contigo",Loco Contigo (feat. J. Balvin & Tyga),True
Freaky Deaky,single,Tyga,TygaVEVO,True,"Tyga, Doja Cat - Freaky Deaky (Official Video)",Freaky Deaky,True
Sunshine,single,Tyga,TygaVEVO,True,"Tyga, Jhené Aiko, Pop Smoke - Sunshine (Official Video)",Sunshine,True
Fuk Wat They Talkin Bout,album,Tyga,TygaVEVO,True,Tyga - Ice Cream Man,Ice Cream Man,True
Legendary,album,Tyga,TygaVEVO,True,Tyga - Taste (Official Video) ft. Offset,Taste (feat. Offset),True
Fan of A Fan The Album (Expanded Edition),album,Tyga,ChrisBrownVEVO,True,"Chris Brown, Tyga - Ayo (Official Video)",Ayo,True
Hot Pink,album,Tyga,dojacatVEVO,True,"Doja Cat, Tyga - Juicy (Official Video)",Juicy,True
Nasty,single,Tyga,TygaVEVO,True,"Tyga, Chris Brown - Nasty (Official Video)",Nasty,True
Lift Me Up,single,Tyga,TygaVEVO,True,Tyga - Lift Me Up (Official Video),Lift Me Up,True
Pactos (Ao Vivo),single,Jorge & Mateus,,,,Pactos - Ao Vivo,
É Simples Assim (Ao Vivo),album,Jorge & Mateus,,,,5 Regras - Ao Vivo,
Diego & Victor Hugo Ao Vivo Em São Paulo,album,Jorge & Mateus,,,,Beijo de Glicose - Ao Vivo,
Perdoou Nada (Ao Vivo),single,Jorge & Mateus,,,,Perdoou Nada - Ao Vivo,
É Simples Assim (Ao Vivo),album,Jorge & Mateus,,,,Todo Seu - Ao Vivo,
Molhando o Volante,single,Jorge & Mateus,,,,Molhando o Volante,
Próximo Passo (Ao Vivo),album,Jorge & Mateus,,,,Meu Número - Ao Vivo,
Tudo Em Paz,album,Jorge & Mateus,,,,Namorando Com Saudade,
Live In London - At The Royal Albert Hall,album,Jorge & Mateus,,,,O Que É Que Tem,
Garrafas e Bocas (A Saideira),album,Jorge & Mateus,,,,Pódio,
Acapulco,single,Jason Derulo,Jason Derulo,True,Jason Derulo - Acapulco [Official Music Video],Acapulco,True
